Coldproof,Integrated GPS,Maximum Aperture,3D Capture,Instant Print,Minimum Flash Range - Wide,Batteries,Remote Compatible,Memory Card Included,Panorama Mode,pricematch,Total Megapixels,Software Included,Touchscreen,Image Storage Capacity,External Flash Mount,Number Of Batteries Required,Shockproof,Scene Modes,File Formats,Output(s),Image Sensor Type,Autofocus,Image Stabilization,Number Of Images Per Charge,Image Storage Type,NFC Enabled,White Balance,Touch Screen,Wi-Fi Ready,HD Movie Mode,Imaging Sensor Vertical Size,Digital Magnification,Focus Range,Image Resolution,Camera Dock,Image Stitching,DND Omega Publish,Maximum Expandable ISO,Face Detection,Imaging Sensor Size,Minimum Flash Range - Telephoto,Long Zoom,Imaging Sensor Type,ISO Settings,Tripod/Monopod Socket Size,Minimum Aperture,Cold Resistant,Shock Resistant,Varying Angle LCD,Maximum Operating Temperature,Flash Range,Number Of Memory Card Slots,Lens Features,Maximum Flash Range - Wide,Digital Zoom,Digital Camera Type,Minimum ISO,Integrated Flash,Color Category,Interface,LCD Screen Size,Maximum Flash Range - Telephoto,Additional Accessories Included,Lens Focal Length(s),Tripod Mount,Frame Rate,Internal Memory,Video Outputs,Waterproof,Brightness Control,Megapixels (Effective),Frames Per Second,Camera Full Frame Sensor,WiFi enabled,Filter Diameter,Low Light/High Sensitivity,Viewfinder Magnification,AC Adapter Compatible,Exposure Control,Tripod/Monopod Mountable,Self Timer,Wi-Fi Built-in,Memory Card Compatibility,Burst Mode,Shutter Speeds,AC Adapter,AC Adapter Included,Audio,Compatible Memory Formats,LCD Screen Features,Smile Mode,Viewfinder,HD Movie Mode Focus,Records Audio,Maximum ISO,Integrated Projector,Internal Memory Included,Computer Connectivity,Lens Mount Compatibility,ISO Equivalent,Megapixels (Total),Low-Light/High Sensitivity,Maximum Focal Length,Imaging Sensor Horizontal Size,Removable Memory Included,Minimum Focal Length,Aperture Range,Display Type,Lens,Max ISO,White Balance Modes,Camera Body Style,Water Resistant,Effective Megapixels,Batteries Included,Vista Compatible,Text Overlay,Movie Mode,Shooting Modes,Screen Resolution,PictBridge Enabled,Optical Zoom,Self-Timer,Lens Focal Length 35mm Film Equivalent,Flash Modes,Minimum Operating Temperature,Screen Size,Varying Angle Screen,Time Lapse,Orientation Sensor,In-Lens Image Stabilization,Image File Format(s),High Definition,Movie Recording Mode,Maximum Height of Shock Resistance
N/A,Adaptable,5.6 f/,N/A,No,N/A,N/A,N/A,No,N/A,yes,24.7 megapixels,NikonView NX,N/A,N/A,Other,1,N/A,N/A,N/A,NTSC|Mini HDMI|PAL,CMOS,Yes,None,N/A,N/A,No,N/A,No,N/A,Yes,15.4 millimeters,N/A,N/A,6016 x 4000,N/A,N/A,N/A,12800,N/A,N/A,N/A,N/A,N/A,"100 - 6400 (expandable to 12,800)",6.4 millimeters,3.5 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Red,N/A,N/A,N/A,N/A,N/A,N/A,4 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,Yes,Yes,Secure Digital High Capacity (SDHC)|Secure Digital|Secure Digital Extended Capacity (SDXC),Yes,30 - 1/4000 sec.,N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12800,No,N/A,N/A,Bayonet,N/A,N/A,N/A,55 millimeters,23.2 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto cloudy, direct sunlight, flash, fluorescent (7 types), incandescent, preset manual, shade",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,None,N/A,No,3x,N/A,18 - 55mm,Red-eye reduction|Slow sync,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG|Other|RAW|MPEG-4,Yes,Yes,N/A
N/A,Adaptable,5.6 f/,N/A,No,N/A,N/A,N/A,No,No,yes,24.7 megapixels,NikonView NX2,N/A,N/A,Other,1,N/A,N/A,N/A,PAL|NTSC,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 - 6400, Hi-2 (25,600 equivalent)",6.4 millimeters,3.5 f/,No,No,N/A,N/A,N/A,2,N/A,N/A,7.8x,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,6 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67 millimeters,Yes,N/A,No,N/A,Yes,Yes,Adaptable,Secure Digital High Capacity (SDHC)|Secure Digital|Secure Digital Extended Capacity (SDXC),Yes,1/8000 - 30 sec. in steps of 1/3 or 1/2 EV,N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,140 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), sunlight, flash, cloudy, shade and more",N/A,No,24.1 megapixels,Yes,N/A,N/A,N/A,"Autumn colors, beach/snow, blossom, candlelight, child, close-up, dusk/dawn, food, landscape, night landscape and more",N/A,Yes,None,N/A,18 - 140mm,Slow sync|Red-eye reduction|Auto,N/A,3.2 inches,N/A,N/A,N/A,N/A,Other|RAW|JPEG|MPEG-4,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,2.8 f/,N/A,No,N/A,N/A,N/A,No,Yes,yes,24.7 megapixels,N/A,N/A,N/A,Hot Shoe,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,15.6 millimeters,N/A,Wide,6000 x 4000,N/A,N/A,N/A,25600,N/A,N/A,N/A,N/A,N/A,"Still: 100-25,600 (1/3 EV steps); Still Auto: 100-25,600 (selectable upper/lower limit); Movies: 100-12,800 (1/3 EV steps)",N/A,22 f/,N/A,N/A,N/A,N/A,N/A,1,N/A,39.4 feet,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,39.4 feet,"16-50mm lens, vertical grip, rechargeable battery, battery charger, shoulder strap, accessory shoe cap, body cap, eye-piece cup and micro USB cable",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72 millimeters,N/A,1.09 times,N/A,N/A,Yes,N/A,Yes,Secure Digital,N/A,"Still images: 1/8000 - 30 sec., Bulb; Movies: 1/8000 - 1/4 sec. (1/3 step), up to 1/60 sec. in AUTO mode (up to 1/30 sec. in Auto slow shutter mode)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25600,No,No,Windows,Sony A-Mount,N/A,N/A,N/A,50 millimeters,23.5 millimeters,N/A,16 millimeters,N/A,LCD,N/A,N/A,N/A,N/A,No,24.3 megapixels,Yes,N/A,N/A,N/A,"iAUTO, superior auto, programmed AE, aperture priority, shutter priority, manual, memory recall, sweep panorama, scene selection, movie and more",N/A,No,N/A,N/A,16 - 50mm,Off,N/A,3 inches,N/A,N/A,N/A,Yes,JPEG,Yes,Yes,N/A
N/A,No,N/A,No,No,0 feet,N/A,Yes,No,No,N/A,24.72 megapixels,N/A,N/A,N/A,Hot Shoe,1,N/A,"Autumn colors, beach/snow, blossom and more",N/A,USB|HDMI,CMOS,Yes,None,N/A,N/A,Yes,N/A,No,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,0 feet,N/A,N/A,ISO 100 - 25600,N/A,N/A,No,No,N/A,N/A,N/A,2,N/A,39 feet,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,39 feet,"Battery, battery charger, USB cable, body cap",N/A,N/A,6 frames per second,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,N/A,Yes,0.94 times,Yes,N/A,Built-in,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),Yes,"1/8000 - 30 sec. in steps of 1/3 or 1/2 EV bulb, time, X250",N/A,No,N/A,N/A,N/A,No,Optical,Auto Focus,Yes,25600,No,No,Windows|Mac,Nikon F,N/A,N/A,N/A,N/A,23.5 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,"Auto (2 types), incadescent, fluorescent (7 types), direct sunlight, flash, cloudy and more",N/A,No,N/A,Yes,N/A,N/A,N/A,"Auto, auto (flash off), A (aperture priority), M (manual), P (programmed auto with flexible program), S (shutter priority) and more","1,228,800 dots",Yes,N/A,N/A,N/A,Auto|Red-eye reduction|Slow sync|Off,N/A,3.2 inches,No,N/A,No,N/A,JPEG|RAW,Yes,Yes,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,Yes,yes,12.4 megapixels,"PlayMemories Home, Image Data Converter v4",N/A,N/A,N/A,2,N/A,N/A,N/A,NTSC,CMOS,Yes,None,N/A,N/A,Yes,N/A,No,N/A,Yes,23.9 millimeters,N/A,N/A,4240 x 2832,N/A,N/A,N/A,409600,No,N/A,N/A,N/A,N/A,"Auto, 100-102,400, expandable to 50 and 409,600",N/A,N/A,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,50,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,5 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Memory Stick XC-HG Duo|Memory Stick PRO Duo|Memory Stick PRO-HG Duo|Secure Digital|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC),Yes,"1/8000 - 30 sec., bulb",N/A,Yes,N/A,N/A,N/A,N/A,Electronic,N/A,Yes,12801,No,N/A,Windows|Mac,Sony E-Mount,N/A,N/A,N/A,N/A,35.8 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,"Auto, daylight, shade, cloudy, incandescent, fluorescent warm white and more",N/A,No,12.2 megapixels,Yes,N/A,N/A,N/A,None,N/A,No,None,N/A,N/A,N/A,N/A,3 inches,N/A,N/A,N/A,N/A,AVCHD|JPEG|RAW|MPEG-4,Yes,Yes,N/A
N/A,Adaptable,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,yes,20.9 megapixels,EOS Digital Solution disk and software instruction manual CD,N/A,N/A,Other,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,Yes,N/A,Yes,15 millimeters,N/A,N/A,N/A,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 -12,800 (expandable to 25,600)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,39.4 feet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Secure Digital,Yes,"1/8000 sec to 30 sec, X-sync at 1/250 sec. (total shutter speed range; available range varies by shooting mode",N/A,N/A,N/A,N/A,N/A,N/A,Optical,Auto Focus,N/A,12800,No,N/A,N/A,Canon EF,N/A,N/A,N/A,N/A,22.5 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,N/A,N/A,No,20.2 megapixels,N/A,N/A,N/A,N/A,"Scene Intelligent Auto, creative auto, landscape, close-up, sports, special scene modes (night portrait, HDR backlight control), and more",N/A,Yes,None,N/A,N/A,Auto,N/A,3 inches,N/A,N/A,Yes,N/A,JPEG,Yes,No,N/A
N/A,No,N/A,No,No,0 feet,N/A,Yes,No,No,N/A,24.78 megapixels,Nikon View NX 2,N/A,N/A,Hot Shoe,1,N/A,"Autumn colors, beach/snow, blossom and more",N/A,HDMI|USB,CMOS,No,None,820,N/A,No,N/A,Yes,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,0 feet,No,N/A,"100 - 25,600",N/A,N/A,No,No,N/A,N/A,N/A,1,N/A,39 feet,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,39 feet,"Rechargeable lithium-ion battery (EN-EL14a), quick charger (MH-24), rubber eyecup (DK-25), USB cable (UC-E23), A/V cable (EG-CP16), camera strap (AN-DC3), body cap (BF-1B), Nikon View NX 2 CD-ROM",N/A,N/A,5 frames per second,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,N/A,Yes,0.82 times,Yes,N/A,Yes,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),Yes,1/4000 - 30 sec.,N/A,No,N/A,N/A,N/A,No,Optical,Auto Focus,Yes,25600,No,No,Android|Apple iOS|Windows|Mac,Nikon F,N/A,N/A,N/A,N/A,23.5 millimeters,N/A,N/A,N/A,LCD touch screen,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"P, S, A, M, auto, auto (no flash), scene, effects, movie","1,037,000 dots",Yes,None,N/A,N/A,Auto|Red-eye reduction|Slow sync|Fill-in|Off,N/A,3.2 inches,Yes,N/A,No,N/A,RAW|JPEG,Yes,Yes,N/A
N/A,No,3.5 f/,No,No,0 feet,N/A,Yes,No,No,yes,24.7 megapixels,Nikon View NX2,N/A,N/A,Hot Shoe,1,N/A,"Auto, auto (flash off), portrait and more",N/A,USB|HDMI,CMOS,Yes,Optical,700,N/A,No,N/A,No,N/A,Yes,15.4 millimeters,N/A,Normal|Wide,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,0 feet,No,N/A,"ISO 100 - 12,800 (expandable to 25,600)",6.35 millimeters,36 f/,No,No,N/A,N/A,N/A,1,N/A,39 feet,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,39 feet,"Battery, battery charger, A/V cable, USB cable, strap, photo editing software, body cap",N/A,N/A,5 frames per second,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,52 millimeters,Yes,0.85 times,Yes,N/A,Yes,Yes,Adaptable,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),Yes,1/4000 - 30 sec.,N/A,No,N/A,N/A,N/A,No,Optical,Auto Focus,Yes,12800,No,No,Windows|Mac,Nikon F,N/A,N/A,N/A,200 millimeters,23.2 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), flash, direct, sunlight, cloudy, shade and preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Auto, auto (flash off), A (aperture priority), M (manual), P (programmed auto with flexible program) and S (shutter priority)","921,000 dots",Yes,3.6x,N/A,18-55mm and 55-200mm,Auto|Red-eye reduction|Slow sync|Fill-in|Off,N/A,3 inches,No,N/A,No,Yes,JPEG|RAW,Yes,Yes,N/A
N/A,Adaptable,N/A,N/A,No,N/A,N/A,N/A,No,N/A,yes,24.7 megapixels,NikonView NX2 CD-ROM,N/A,N/A,Other,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,24 millimeters,N/A,N/A,N/A,N/A,N/A,N/A,25600,N/A,N/A,N/A,N/A,N/A,"100 - 6400 (expandable to 25,600)",6.4 millimeters,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,39 feet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Adaptable,Secure Digital,Yes,"1/4,000 to 30s",N/A,N/A,N/A,N/A,N/A,N/A,Optical,Auto Focus,N/A,6400,No,N/A,N/A,Bayonet,N/A,N/A,N/A,N/A,35.9 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,N/A,N/A,No,24.3 megapixels,N/A,N/A,N/A,N/A,"Photography Live View mode, Movie Live View mode",N/A,Yes,None,N/A,N/A,Auto|Off|Red-eye reduction|Slow sync,N/A,3.2 inches,N/A,N/A,No,N/A,JPEG,Yes,No,N/A
N/A,Adaptable,5.6 f/,N/A,No,N/A,N/A,N/A,No,No,yes,24.7 megapixels,View NX2,N/A,N/A,Other,1,N/A,N/A,N/A,PAL|NTSC,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,15.4 millimeters,N/A,Normal,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 - 12,800 (expandable to 25,600)",6.4 millimeters,3.5 f/,Yes,Yes,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Gray,N/A,N/A,N/A,N/A,N/A,N/A,5 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52 millimeters,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Secure Digital Extended Capacity (SDXC)|Secure Digital|Secure Digital High Capacity (SDHC),Yes,1/4000 - 30 sec.,N/A,Yes,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12800,No,N/A,N/A,Bayonet,N/A,N/A,N/A,55 millimeters,23.2 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), flash, direct sunlight, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Auto, auto (flash off), portrait, landscape, child, sports, close up and night portrait",N/A,Yes,3x,N/A,18 - 55mm,Off|Red-eye reduction|Auto|Slow sync,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG|RAW|Other,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Adaptable,5.6 f/,N/A,No,N/A,N/A,N/A,No,No,yes,24.7 megapixels,NikonView NX2,N/A,N/A,Other,1,N/A,N/A,N/A,NTSC|PAL,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 - 6400, Hi-2 (25,600 equivalent)",6.4 millimeters,3.5 f/,No,No,N/A,N/A,N/A,2,N/A,N/A,7.8x,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,6 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,Yes,Adaptable,Secure Digital High Capacity (SDHC)|Secure Digital|Secure Digital Extended Capacity (SDXC),Yes,1/8000 - 30 sec. in steps of 1/3 or 1/2 EV,N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,300 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), sunlight, flash, cloudy, shade, preset manual and more",N/A,No,24.1 megapixels,Yes,N/A,N/A,N/A,"Autumn colors, beach/snow, blossom, candlelight, child, close-up, dusk/dawn, food, landscape, night landscape, night portrait, party/indoor and more",N/A,Yes,None,N/A,18 - 140mm; 55 - 300mm,Auto|Red-eye reduction|Slow sync,N/A,3.2 inches,N/A,N/A,N/A,N/A,JPEG|MPEG-4|Other|RAW,Yes,Yes,N/A
N/A,No,3.5 f/,No,No,0 feet,N/A,Yes,No,No,N/A,24.78 megapixels,Nikon View NX 2,N/A,N/A,Hot Shoe,1,N/A,"Autumn colors, beach/snow, blossom and more",N/A,HDMI|USB,CMOS,Yes,Optical,820,N/A,No,N/A,Yes,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,0 feet,No,N/A,"100 - 25,600",N/A,36 f/,No,No,N/A,N/A,N/A,1,N/A,39 feet,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,39 feet,"Rechargeable lithium-ion battery (EN-EL14a), quick charger (MH-24), rubber eyecup (DK-25), USB cable (UC-E23), A/V cable (EG-CP16), camera strap (AN-DC3), body cap (BF-1B), Nikon View NX 2 CD-ROM, snap-on front lens cap (LC-52), rear lens cap (LF-4)",N/A,N/A,5 frames per second,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,52 millimeters,Yes,0.82 times,Yes,N/A,Yes,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),Yes,1/4000 - 30 sec.,N/A,No,N/A,N/A,N/A,No,Optical,Auto Focus,Yes,25600,No,No,Android|Apple iOS|Windows|Mac,Nikon F,N/A,N/A,N/A,55 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD touch screen,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"P, S, A, M, auto, auto (no flash), scene, effects, movie","1,037,000 dots",Yes,3x,N/A,18-55mm,Auto|Red-eye reduction|Slow sync|Fill-in|Off,N/A,3.2 inches,Yes,N/A,No,Yes,RAW|JPEG,Yes,Yes,N/A
No,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,No,yes,N/A,Digital Photo Professional,No,Varies,Yes,N/A,No,N/A,"JPEG, RAW, MOV, MP4",N/A,N/A,N/A,"Yes, optical",N/A,N/A,N/A,"Auto, preset (daylight, shade, cloudy, tungsten light, white fluorescent light, flash), custom, color temperature setting (approximately 2500 - 10000K), white balance correction, white balance bracketing",N/A,N/A,Yes,N/A,N/A,1.3',Up to 5472 x 3648,Not included,No,No,N/A,Yes,22.4mm x 15mm,N/A,N/A,CMOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EF-S IS STM lens,N/A,None,N/A,N/A,N/A,Black,USB 3.0,"3""",N/A,N/A,35mm equivalent 18 - 135mm,Yes,N/A,None,"NTSC, PAL",No,N/A,20.2,10 or more,N/A,Yes,67mm,N/A,N/A,N/A,"Program AE (scene intelligent auto, program), shutter-priority AE, aperture-priority AE, manual, bulb",N/A,N/A,N/A,N/A,Yes,1/8000 - 30 sec.,Yes,N/A,Yes,CompactFlash (CF)|Secure Digital (SD)|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC),Wide color TFT-LCD with approximately 1.04 million dots and 3:2 aspect ratio,No,Intelligent Viewfinder II vertical/horizontal with approximately 100% field of view and approximately 22mm eye point,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Auto, 100 - 16,000 (in 1/3- or whole-stop increments)|expandable to H1 (25,600) and H2 (51,200)",N/A,Yes,N/A,N/A,No,N/A,f/3.5 - f/5.6 (with included lens),N/A,N/A,12801 and higher,N/A,N/A,N/A,N/A,N/A,Home Premium,N/A,Yes,N/A,N/A,N/A,7.5x,10 sec. or 2 sec.,N/A,"Built-in function settings, external Speedlite function settings, external Speedlite custom function settings, wireless flash control",N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
