EPEAT Qualified,Touchscreen,ENERGY STAR Certified,Number Of eSATA Ports,2-in-1 Design,Processor Brand,Media Card Reader,Number Of Auxiliary Outputs,Additional Audio/Video Connectors,"Number Of External 3.5"" Bays",EPEAT Level,Speakers,Video Memory,Type of Memory (RAM),Integrated Microphone,Battery Life,Video Memory Type,System Memory RAM Speed,Operating System,"Number Of Internal 5.25"" Bays",Game Ports,Networking,Screen Size,System Memory (RAM),Bluetooth-Enabled,Number Of PCI-E x16 Slots,Battery Type,Operating System Architecture,NFC Enabled,Voice Recognition,Number Of Memory Slots,Built-in Webcam,Hard Drive Capacity,Graphics,Embedded Mobile Broadband,Optical Drive,Number Of PCI-E x1 Slots,Number Of Ethernet Ports,Bluetooth Enabled,HDMI Output,Ethernet,Wireless Display,Touch Screen,Number Of HDMI Outputs,Digital Media Reader or Slots,Port Type(s),Best Buy PC App,Number Of PCI Slots,Computer Hard Drive Size,Number Of DVI Ports,LTE,Gaming Series,Audio Technology,Green Compliance,"Number Of External 5.25"" Bays",Number Of PCI-E x2 Slots,Color Category,Screen Size (Measured Diagonally),Direct-Disc Labeling,Cache Memory,Number Of PCI-E x4 Slots,Processor,Wireless Networking,Graphics Card,PCMCIA Slots,Built-In Webcam,Ultrabook,Optical Drive Type,Blu-Ray Player,Drive Capacity,Number Of AGP Slots,pricematch,S-Video Outputs,Pointing Device,"Number Of Internal 3.5"" Bays",System Memory (RAM) Expandable To,Numeric Keypad,IEEE 1394 FireWire Ports,System Memory RAM Expandable To,TV Tuner,USB 2.0 Ports,Laptop Weight,Backlit Keyboard,Number Of PCI-E x8 Slots,Operating System Bit Version,Parallel Ports,Touchpad Type,Hard Drive Type,Display Type,Optical Drive Speeds,Memory Slots Total,Wireless Capability,Operating System Platform,Included Software,Blu-ray Player,Processor Speed,Convertible,2-in-1,Audio,Additional Accessories Included,Number Of USB Port(s),Carrier Compatibility,Number Of DisplayPort Outputs,Battery Capacity,Number Of VGA Ports,Processor Model,MPEG,Provider_Product_ID,Speaker Type,Hard Drive RPM,3D-Capable,Screen Resolution,Modem,Number Of IEEE 1394 Ports,Graphics Chip
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,4.5 hours,Total Available,No,Windows 8.1,No,No,No,17.3 inches,4 gigabytes,No,No,Lithium-ion,No,No,No,No,No,750 gigabytes,No,No,No,No,1,No,No,10/100Base-T Ethernet LAN (RJ-45 connector),No,No,1,No,Ethernet|HDMI|USB 3.0|USB 2.0,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,DVD|DVD-R|DVD+R|DVD-RW|DVD+RW|DVD-ROM|CD|CD-R|CD-RW|CD-ROM,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Imagepad with multitouch gesture support,No,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,3,No,No,2800 milliampere hours,No,Intel 4th Generation Core i5,No,No,BeatsAudio dual,5400 revolutions per minute,No,1600 x 900 (HD+),No,No,Intel
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 8.1 Pro,No,No,No,11.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,180 gigabytes,Integrated,None,No,No,No,Yes,No,10/100/1000 Ethernet LAN,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5500,No,No,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,Touchscreen LED,No,No,No,No,No,No,2.3 gigahertz,No,No,No,Executive Pen G2,No,No,No,No,No,Intel 5th Generation Core i5,No,No,No,No,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3,No,4 hours,No,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,HD Audio; Realtek ALC269Q,No,No,No,Multi,No,No,No,No,No,No,NVIDIA GeForce GTX 860M,No,Yes,No,DVD+RW,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Integrated,SATA,LED,No,No,No,No,No,No,2.6 gigahertz,No,No,No,No,2,No,No,No,No,Intel 4th Generation Core i5,No,No,No,7200 revolutions per minute,No,No,No,No,NVIDIA
No,No,No,No,No,Intel&#174;,No,No,No,No,No,Internal,6GB GDDR3 (dedicated),DDR3 SDRAM,No,Not available,No,No,Windows 8.1,No,None,Built-in Killer Ethernet LAN,No,16 gigabytes,Yes,No,9-cell Lithium Ion (Li-Ion) 7800 mAh,No,No,No,No,Yes,No,NVIDIA GeForce GTX 870M,No,DVD&#177;RW/CD-RW,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,1TB,No,No,Yes,No,No,No,No,No,"17.3""",No,No,No,Intel&#174; 4th Generation Core&#8482; i7,Wireless-B+G+N,NVIDIA GeForce GTX 870M,None,No,No,No,No,1TB,No,yes,None,No,No,32GB,No,None,No,No,3 USB 3.0; 2 USB 2.0,Standard (more than 5.5 lbs.),Yes,No,64-bit,None,No,SATA III (7200 rpm),HD LED,8x,No,No,Windows,No,No,2.8GHz (with Turbo Boost up to 3.8GHz),No,No,High-definition; Realtek ALC892-GR,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,No,NVIDIA
No,No,No,No,No,Intel,No,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,No,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Black,No,No,No,No,No,No,Intel HD Graphics 4400,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
No,No,Yes,No,No,Intel&#174;,No,No,No,No,No,No,No,DDR3,No,Not available,No,No,Windows 8.1,No,None,Built-in 10/100 Mbps Ethernet LAN (RJ-45 connector),No,4 gigabytes,No,No,3-cell Lithium Ion (Li-Ion),No,No,No,No,Yes,No,Intel&#174; UMA,No,Double-layer DVD&#177;RW/CD-RW,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,500GB,No,No,No,No,No,No,No,No,"15.6""",No,No,No,Intel&#174; Celeron&#174;,Wireless-B+G+N,Intel&#174; UMA,None,No,No,No,No,500GB,No,yes,None,Built-in wide 16:9 touchpad with finger-touch support,No,Nonexpandable,No,None,No,No,1 USB 3.0; 1 USB 2.0,Ultraportable (5.5 lbs. or less),No,No,64-bit,None,No,No,HD,Drive speeds not specified,No,No,Windows,No,No,2.16GHz (with Intel&#174; Burst up to 2.4GHz),No,No,SonicMaster,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,No,Intel
Yes,Yes,Yes,No,No,Intel&#174;,No,No,No,No,No,Internal,No,DDR3L,No,Not available,No,No,Windows 8.1,No,None,None,No,8 gigabytes,Yes,No,3-cell Lithium Ion (Li-Ion),No,No,No,No,Yes,No,Intel&#174; HD Graphics 4400,No,Not included,No,No,No,Yes,No,Yes,No,No,"Yes, digital media card reader",No,No,No,1TB,No,No,No,No,No,No,No,No,"15.6""",No,4MB,No,Intel&#174; 4th Generation Core&#8482; i7,Wireless-B+G+N+AC,Intel&#174; HD Graphics 4400,None,No,No,No,No,1000 gigabytes,No,No,None,Precision touchpad,No,Nonexpandable,No,None,No,No,1 USB 3.0; 1 USB 2.0,Ultraportable (5.5 lbs. or less),Yes,No,64-bit,None,No,SATA (5400 rpm),HD LED touchscreen with IPS,No,No,No,Windows,Dragon Assistant 3.0 and more,No,2.0GHz (with Turbo Boost up to 3.1GHz),No,No,Waves MaxxAudio Pro,No,No,No,No,No,No,No,No,No,No,No,No,No,None,No,Intel
No,No,No,No,Yes,Intel,Yes,1,No,No,No,No,No,DDR3,No,No,No,No,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Other,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,Yes,1,No,3.5mm audio|Ethernet|HDMI|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Built-in wide touchpad with 3-finger support,SATA,Touchscreen LED,No,No,No,No,Nuance Dragon Assistant and more,No,1.7 gigahertz,No,No,No,No,3,No,0,No,0,Intel 4th Generation Core i5,No,No,No,No,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,4000 megabytes,DDR3L,No,7.28 hours,No,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,2,No,1000 gigabytes,No,No,No,No,1,Yes,No,10/100 Ethernet LAN (RJ-45 connector),No,Yes,No,No,USB 2.0|USB 3.0|HDMI|Ethernet|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-AC,AMD Radeon R7 M270,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,Other,Touchscreen LED,No,No,No,No,No,No,3.0 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i7,No,No,Stereo,No,No,1920 x 1080 (Full HD),No,No,AMD
Yes,No,No,No,No,AMD,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,6 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,750 gigabytes,No,None,No,No,No,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,Yes,1,No,HDMI|USB,No,No,No,No,No,No,Beats Audio,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon R7,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,ControlZone trackpad,SATA,Touchscreen LED,No,No,No,No,"Dragon Naturally Speaking; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.1 gigahertz,No,No,No,No,4,No,No,No,No,AMD FX-Series,No,No,Internal,5400 revolutions per minute,No,1366 x 768 (HD),No,0,AMD/ATI
No,No,No,No,No,Intel,No,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,No,No,No,No,15.6 inches,4 gigabytes,No,No,Other,No,No,No,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Black,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,Widescreen TFT-LCD,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
Yes,No,No,No,No,AMD,Yes,0,No,No,Silver,No,No,DDR3L SDRAM,No,5.25 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,750 gigabytes,Integrated,None,No,No,0,No,No,Built-in 10/100BASE-T Ethernet LAN,No,Yes,1,No,HDMI|USB,No,No,No,No,No,No,No,No,0,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon R5,No,Yes,No,CD-RW|DVD+RW|DVD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,SATA,Touchscreen LED,No,No,No,No,"Windows Essentials: Movie Maker; CyberLink PowerDVD, CyberLink Media Suite, CyberLink Power2Go and more",No,2.4 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,AMD A8-Series,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
No,No,No,No,No,AMD,No,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,No,No,No,No,15.6 inches,4 gigabytes,No,No,Other,No,No,No,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Black,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,Widescreen TFT-LCD,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,AMD
Yes,No,No,No,No,AMD,Yes,No,No,No,Silver,No,No,DDR3L,No,7.28 hours,Shared,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,1000 gigabytes,Integrated,None,No,No,1,Yes,No,Built-in 10/100 Ethernet LAN,No,Yes,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,Waves MaxxAudio,No,No,No,Silver,No,No,2 megabytes,No,No,Wireless-N,AMD Radeon R5,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Touchscreen LED,No,No,No,No,No,No,1.8 gigahertz,No,No,No,No,3,No,No,No,No,AMD A8-Series,No,No,Dell 2.0,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,7.28 hours,No,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,2,No,1000 gigabytes,Integrated,No,No,No,1,Yes,No,10/100 Ethernet LAN (RJ-45 connector),No,No,1,No,USB 2.0|USB 3.0|HDMI|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i5,No,No,Stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
Yes,No,No,No,No,Intel,Yes,0,No,No,Silver,No,No,DDR3L SDRAM,No,5 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-polymer,64-bit,No,No,No,No,500 gigabytes,Integrated,None,No,No,1,No,No,Built-in 10/100BASE-T Ethernet,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,No,No,0,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD,No,Yes,No,CD-RW|DVD+RW|DVD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad,SATA,Widescreen LED,No,No,No,No,"CyberLink YouCam, CyberLink Media Suite, CyberLink Power2Go, CyberLink PowerDVD and more",No,2.16 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,Intel Pentium,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 7 Professional,No,No,No,12.5 inches,8 gigabytes,No,No,Lithium-ion,64-bit,Yes,No,No,No,256 gigabytes,Integrated,No,No,No,No,Yes,No,Via adapter,No,No,No,No,No,No,No,No,No,No,No,DTS Studio Sound,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5300,No,Yes,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,LED,No,No,No,No,No,No,1.2 gigahertz,No,No,No,"Side dock adapter, Windows 8.1 Pro license",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,No,No,No,Chrome OS,No,No,No,13.3 inches,2 gigabytes,No,No,Lithium-ion polymer,No,No,No,1,No,16 gigabytes,No,No,No,No,No,Yes,No,No,No,No,1,No,USB 3.0|HDMI|USB 2.0,No,No,No,No,No,No,No,No,No,No,Blue,No,No,No,No,No,Wireless-AC,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Large,Other,Other,No,No,No,No,No,No,2.16 gigahertz,No,No,No,3-cell lithium-ion polymer battery,2,No,No,No,No,Intel Celeron,No,No,No,No,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3,No,5.5 hours,No,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,1000 gigabytes,Integrated,No,No,No,1,Yes,No,10/100 Ethernet LAN,No,No,No,No,USB 2.0|USB 3.0|HDMI|Ethernet,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 5500,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,SATA,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i5,No,No,No,5400 revolutions per minute,No,1600 x 900 (HD+),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,6000 megabytes,DDR3 SDRAM,No,6 hours,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1120 gigabytes,Discrete,None,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,Realtek ALC892-GR,No,No,No,Black,No,No,No,No,No,No,NVIDIA GeForce GTX 970M,No,Yes,No,DVD+R,No,No,No,yes,No,No,No,No,No,No,32 gigabytes,No,No,No,No,No,No,No,Integrated,SATA + Solid State Drive,LED,No,No,No,No,No,No,2.5 gigahertz,No,No,No,"9-cell lithium-ion battery, power adapter, Windows recovery CD, driver discs",2,No,No,No,No,Intel 4th Generation Core i7,No,No,No,No,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,3000 megabytes,DDR3L,No,7.3 hours,Dedicated,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1256 gigabytes,Discrete,No,No,No,1,Yes,No,10/100/1000 with RJ-45 connector,No,Yes,1,No,Ethernet|USB 3.0|HDMI|Mini Display Port|Headphone,No,No,No,No,No,No,Klipsch,No,No,No,Silver,No,No,6 megabytes,No,No,Wireless-AC,NVIDIA GeForce GTX 970M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,No,Other,No,No,No,No,No,No,3.5 gigahertz,No,No,No,8-cell lithium-ion battery,4,No,No,No,No,Intel 4th Generation Core i7,No,No,2.0 configuration,No,No,No,No,No,NVIDIA
Yes,Yes,No,No,No,Intel&#174;,No,No,No,No,No,Internal,Up to 1792MB (total),DDR3L SDRAM,No,Not available,No,No,Windows 8.1,No,None,Built-in 10/100Base-T Ethernet LAN (RJ-45),No,4 gigabytes,Yes,No,3-cell prismatic 3820 mAh,No,No,No,No,Yes,No,Intel&#174; HD Graphics 4400,No,Not included,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,500GB,No,No,No,No,No,No,No,No,"13.3""",No,3MB on die Level 3,No,Intel&#174; 4th Generation Core&#8482; i3,Wireless-B+G+N,Intel&#174; HD Graphics 4400,None,No,No,No,No,500 gigabytes,No,No,None,Imagepad with multitouch gesture support,No,Nonexpandable,No,None,No,No,2 USB 3.0; 1 USB 2.0,Ultraportable (5.5 lbs. or less),No,No,64-bit,None,No,No,HD touchscreen,No,No,No,Windows,No,No,1.9GHz,No,Yes,BeatsAudio,No,No,No,No,No,No,No,No,No,No,No,No,No,None,No,Intel
No,No,No,No,No,Intel&#174;,No,No,Thunderbolt,No,No,Internal,2GB (dedicated),DDR3,No,Not available,No,No,Windows 8.1,No,None,Built-in 10/100/1000 Mbps Fast Ethernet LAN (RJ-45 connector),No,8 gigabytes,Yes,No,8-cell Lithium Ion (Li-Ion) 6000 mAh,No,No,No,No,Yes,No,NVIDIA GTX 860M,No,DVD&#177;RW/CD-RW,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,1TB,No,No,Yes,No,No,No,No,No,"17.3""",No,6MB on die Level 3,No,Intel&#174; 4th Generation Core&#8482; i7,Wireless-AC,NVIDIA GTX 860M,None,No,No,No,No,1TB,No,yes,None,Wide touchpad,No,32GB,No,None,No,No,4 USB 3.0,Standard (more than 5.5 lbs.),Yes,No,64-bit,None,No,No,HD,Drive speeds not specified,No,No,Windows,Kindle and more,No,2.5GHz (with Turbo Boost up to 3.5GHz),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,No,NVIDIA
Yes,No,No,No,No,AMD,Yes,1,No,0,Silver,No,No,DDR3L,No,4.5 hours,Shared,No,Windows 8.1,0,No,No,15.6 inches,4 gigabytes,No,0,Lithium-ion polymer,No,No,No,1,No,500 gigabytes,Integrated,None,No,0,1,Yes,No,10/100Base-T (RJ-45 connector),Yes,No,1,No,USB 2.0|USB 3.0|DisplayPort|Ethernet|HDMI,No,0,No,0,No,No,DTS Studio Sound+,No,0,0,White,No,No,2 megabytes,0,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon HD 8400,No,Yes,No,DVD-RW|CD-RW|DVD+RW,No,No,0,yes,No,No,0,No,Yes,No,No,No,No,No,No,0,No,No,Not Applicable,SATA,LED,No,No,No,No,"PhotoDirector, PowerDirector and more",No,2.0 gigahertz,No,No,No,No,3,No,1,No,0,AMD A6-Series,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,0,AMD
No,No,No,No,No,AMD,No,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,No,No,No,No,No,15.6 inches,6 gigabytes,No,No,Lithium-ion,No,No,No,2,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,No,AMD Radeon HD 8650G,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP ControlZone Trackpad,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,AMD
Yes,No,No,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,No,No,No,Windows 7 Professional,No,No,No,14 inches,8 gigabytes,No,No,Lithium-ion polymer,No,No,No,No,No,500 gigabytes,No,No,No,No,1,Yes,No,10/100/1000 Mbps Fast Ethernet LAN (RJ-45 connector),No,No,No,No,USB 2.0|USB 3.0|Ethernet|VGA|Mini Display Port|Headphone|Microphone,No,No,No,No,No,No,SonicMaster,No,No,No,Black,No,No,No,No,No,Wireless-AC,Intel HD Graphics 4600,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Built-in wide 16:9 touchpad with support for fingers for touch,No,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,4,No,1,No,1,Intel 4th Generation Core i5,No,No,No,7200 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,4000 megabytes,DDR3L,No,6.8 hours,Dedicated,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1128 gigabytes,Discrete,No,No,No,1,Yes,No,10/100/1000 with RJ-45 connector,No,Yes,1,No,USB 3.0|HDMI|Mini Display Port|Headphone|Ethernet,No,No,No,No,No,No,Klipsch,No,No,No,Silver,No,No,6 megabytes,No,No,Wireless-AC,NVIDIA GeForce GTX 980M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,No,Other,No,No,No,No,No,No,3.5 gigahertz,No,No,No,8-cell lithium-ion battery,4,No,No,No,No,Intel 4th Generation Core i7,No,No,2.1 configuration with subwoofer,No,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,No,No,No,No,Intel,Yes,1,No,No,No,No,No,DDR3 SDRAM,No,No,No,No,Windows 7 Home Premium,No,No,No,17.3 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in Gigabit Ethernet LAN,No,No,1,No,3.5mm audio|Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,No,No,No,No,Gray,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel Graphics Media Accelerator HD,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,SATA,LCD,No,No,No,No,Bing Bar and more,No,2.4 gigahertz,No,No,No,No,3,No,0,No,1,Intel Pentium,No,No,No,5400 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,8000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 880M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,32 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Widescreen LED,No,No,No,No,No,No,2.4 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3L,No,4 hours,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,8 gigabytes,No,No,Lithium-ion,No,No,No,No,No,1000 gigabytes,Discrete,No,No,No,1,Yes,No,100/1000 Mbps with RJ-45 connector,No,No,1,No,Ethernet|USB 3.0|USB 2.0|VGA|HDMI,No,No,No,No,No,No,Dolby Advanced Audio v2,No,No,No,Black,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GT 840M,No,Yes,No,DVD,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,Other,No,No,No,No,"Veriface Face Recognition, PowerDVD, Power2Go, Evernote and more",No,No,No,No,No,"4-cell lithium-ion battery, software",3,No,No,No,1,Intel 5th Generation Core i7,No,No,JBL stereo,No,No,1920 x 1080 (Full HD),No,No,NVIDIA
